a,b,c,class
5.5836,-2.19,5.9977,2
5.3814,-2.8067,6.0694,2
5.1282,-3.0578,5.9706,2
5.4806,-2.1562,5.8895,2
4.7646,-2.2272,5.2595,2
5.5065,-2.6754,6.122,2
5.4657,-2.2736,5.9197,2
5.2961,-2.3766,5.8049,2
5.564,-3.1178,6.378,2
5.455,-3.0063,6.2286,2
5.685,-2.2925,6.1298,2
5.1192,-2.6552,5.7668,2
4.9832,-2.9415,5.7866,2
5.2164,-2.209,5.6648,2
5.5391,-2.5535,6.0993,2
4.6592,-2.3486,5.2177,2
5.2953,-2.3376,5.7883,2
5.3187,-3.1337,6.1732,2
5.5835,-2.5661,6.1449,2
5.3701,-3.098,6.1996,2
5.3111,-2.555,5.8937,2
5.3318,-3.0387,6.1369,2
4.6056,-2.4622,5.2224,2
4.9483,-2.8843,5.7276,2
4.6849,-3.114,5.6254,2
5.2891,-2.4976,5.8492,2
4.6041,-3.0538,5.5248,2
4.7514,-3.1505,5.701,2
4.9781,-3.294,5.9692,2
5.1899,-2.9007,5.9455,2
5.2379,-2.7413,5.9119,2
5.109,-2.46,5.6704,2
5.1125,-2.7987,5.8284,2
5.0286,-3.238,5.9809,2
4.7815,-3.4534,5.8982,2
4.6846,-3.2191,5.684,2
5.1982,-2.8136,5.9108,2
5.2063,-2.8439,5.9324,2
5.2325,-2.9183,5.9913,2
5.0873,-3.1691,5.9936,2
5.3098,-3.0899,6.1434,2
4.795,-2.6743,5.4903,2
4.3805,-3.2777,5.471,2
5.3355,-2.7016,5.9805,2
5.1284,-2.8948,5.889,2
5.1614,-2.6824,5.8168,2
4.7932,-3.2238,5.7765,2
4.992,-3.2496,5.9565,2
4.5909,-2.8658,5.4119,2
4.3526,-2.6667,5.1045,2
5.1276,-3.0706,5.9767,2
4.3233,-2.9,5.2059,2
5.1254,-3.1244,6.0026,2
4.3681,-3.2888,5.4678,2
5.1207,-3.1151,5.9938,2
4.1977,-3.0618,5.1957,2
4.6136,-2.97,5.4869,2
4.365,-2.6858,5.1251,2
4.2538,-2.7899,5.0871,2
5.0354,-2.8544,5.7882,2
4.134,-2.7665,4.9743,2
4.9782,-2.9129,5.7678,2
4.7086,-2.7603,5.458,2
4.586,-2.9768,5.4674,2
4.9589,-3.6937,6.1834,2
4.6808,-3.1816,5.6597,2
4.5746,-3.3184,5.6514,2
4.6218,-3.4336,5.7577,2
4.8413,-3.5711,6.0159,2
4.9698,-3.7563,6.2297,2
4.634,-3.3337,5.7085,2
4.0808,-3.685,5.4984,2
4.7186,-3.7351,6.018,2
4.8354,-3.7286,6.106,2
4.825,-3.1471,5.7606,2
4.016,-2.8839,4.9442,2
4.5165,-2.9697,5.4054,2
4.1821,-3.1691,5.2472,2
4.4713,-3.1428,5.4653,2
4.6112,-3.0257,5.5153,2
4.1921,-3.3982,5.3964,2
4.0488,-3.5378,5.3767,2
4.693,-3.8666,6.0807,2
4.1768,-2.9753,5.1282,2
4.4636,-3.3636,5.5891,2
4.7214,-3.7727,6.0436,2
4.7792,-3.8805,6.1562,2
4.6997,-3.1666,5.667,2
4.1088,-3.8137,5.6059,2
3.8686,-3.5839,5.2736,2
4.0659,-3.5901,5.4241,2
3.8582,-3.4807,5.1962,2
4.6974,-3.0109,5.5795,2
3.7444,-3.5183,5.138,2
4.6009,-4.0298,6.1162,2
4.4317,-3.3596,5.5612,2
3.9915,-3.7329,5.465,2
4.1659,-3.8475,5.6708,2
4.3828,-3.8677,5.8453,2
3.7963,-3.6213,5.2465,2
4.0543,-3.3241,5.2428,2
4.5051,-3.183,5.5161,2
3.6917,-3.1272,4.8382,2
4.1569,-3.6772,5.5499,2
4.4648,-3.2789,5.5395,2
4.119,-3.1539,5.1878,2
4.1083,-3.1922,5.2027,2
3.884,-3.7006,5.3647,2
4.341,-3.5736,5.6227,2
3.9685,-3.699,5.4251,2
3.8783,-3.4338,5.18,2
4.3978,-3.7195,5.7598,2
4.0538,-4.0723,5.746,2
3.671,-3.2087,4.8757,2
3.9031,-3.4472,5.2074,2
4.0043,-3.9169,5.6015,2
4.0604,-4.0703,5.7493,2
3.9622,-3.2245,5.1085,2
4.0891,-3.4609,5.3571,2
4.2491,-3.6928,5.6295,2
3.6984,-3.6813,5.2182,2
4.0951,-3.5355,5.4101,2
3.9354,-3.3556,5.1718,2
4.1479,-3.6153,5.5023,2
3.8098,-3.5,5.1734,2
3.8867,-3.4849,5.2202,2
3.7732,-3.5613,5.1884,2
4.0604,-3.6987,5.4925,2
3.799,-3.957,5.4855,2
4.0851,-3.6505,5.4785,2
3.8897,-3.4017,5.1673,2
3.6369,-4.0366,5.4333,2
3.7359,-3.9314,5.4234,2
4.1442,-3.4748,5.4082,2
4.0817,-4.2917,5.9227,2
3.8907,-4.0499,5.616,2
3.3441,-3.8208,5.0776,2
3.2009,-3.6573,4.8602,2
3.9416,-3.8189,5.4882,2
3.5526,-3.3743,4.8997,2
3.942,-4.3061,5.838,2
4.004,-4.0242,5.6768,2
3.7335,-4.0513,5.5093,2
3.5323,-4.062,5.383,2
3.568,-3.6139,5.0785,2
3.6456,-3.9725,5.3918,2
3.4158,-3.8513,5.1478,2
3.9659,-4.0731,5.6849,2
3.0972,-3.9465,5.0167,2
3.2594,-3.9103,5.0906,2
3.6352,-3.9878,5.396,2
3.182,-3.4875,4.721,2
3.0041,-3.624,4.7072,2
2.9824,-4.1409,5.1031,2
3.5414,-4.2491,5.5314,2
2.8825,-3.7583,4.7364,2
2.8714,-3.7707,4.7395,2
3.6377,-4.3164,5.6448,2
3.0938,-3.9892,5.0483,2
3.4384,-4.3424,5.5389,2
3.3679,-4.3575,5.5073,2
3.7826,-3.5445,5.1838,2
3.1767,-3.5221,4.7431,2
3.189,-4.0016,5.1169,2
3.141,-3.5728,4.7572,2
3.198,-3.5872,4.8057,2
2.8502,-4.3438,5.1954,2
3.3802,-3.8626,5.1328,2
2.8973,-4.386,5.2566,2
3.2403,-3.6358,4.8702,2
3.3629,-3.7245,5.0181,2
3.3819,-4.0124,5.2475,2
3.0121,-4.4866,5.4039,2
3.5308,-3.7531,5.1529,2
3.0823,-3.7934,4.8878,2
2.9138,-3.7918,4.782,2
3.3537,-3.7623,5.0401,2
3.0858,-3.921,4.9896,2
2.8537,-3.9839,4.9005,2
2.6215,-3.6813,4.5193,2
2.8399,-3.9669,4.8787,2
3.3089,-3.7582,5.0073,2
3.5179,-3.9091,5.259,2
3.4952,-4.4648,5.6702,2
2.9121,-4.288,5.1834,2
2.6384,-4.4902,5.208,2
3.0038,-4.5664,5.4658,2
3.4311,-3.9494,5.2317,2
3.4323,-3.6262,4.993,2
3.3714,-4.5184,5.6376,2
3.2535,-4.4593,5.52,2
2.8218,-4.3911,5.2196,2
2.7365,-4.1275,4.9522,2
2.93,-3.6204,4.6575,2
2.9771,-4.15,5.1074,2
3.0932,-4.177,5.1976,2
2.8497,-3.7527,4.7121,2
2.4771,-4.2173,4.891,2
2.3301,-4.3252,4.9129,2
2.7984,-4.2043,5.0505,2
2.4869,-4.2278,4.905,2
2.5313,-4.3273,5.0133,2
3.0643,-4.3385,5.3115,2
2.843,-3.7827,4.732,2
2.2278,-4.1024,4.6683,2
3.1064,-4.1288,5.1669,2
2.7933,-4.5476,5.337,2
2.4281,-4.1936,4.8458,2
2.6566,-3.6725,4.5326,2
2.3954,-4.5436,5.1364,2
2.4789,-3.841,4.5715,2
2.9944,-4.4859,5.3935,2
3.0618,-4.5282,5.4662,2
3.0954,-4.1822,5.2031,2
2.2044,-3.8353,4.4237,2
2.2737,-4.4352,4.984,2
2.6231,-3.9874,4.7728,2
2.4746,-3.9595,4.6692,2
2.4323,-4.5365,5.1474,2
2.481,-4.0137,4.7186,2
2.4786,-3.8402,4.5706,2
2.153,-4.0921,4.6239,2
2.7514,-4.4709,5.2497,2
2.5622,-4.2994,5.005,2
1.9145,-3.9182,4.3609,2
1.8968,-4.5568,4.9358,2
2.4032,-3.8222,4.5149,2
2.5609,-3.8397,4.6154,2
2.1038,-4.1425,4.6461,2
2.0919,-4.3123,4.7929,2
2.5446,-4.352,5.0413,2
1.826,-4.6788,5.0225,2
2.4847,-4.6119,5.2386,2
2.0095,-4.6387,5.0553,2
1.8919,-3.906,4.3401,2
2.4632,-4.3753,5.021,2
1.8085,-4.6662,5.0044,2
2.1223,-4.4382,4.9195,2
1.9971,-4.4804,4.9053,2
1.8914,-3.8269,4.2688,2
2.6222,-4.2283,4.9754,2
1.8894,-4.2257,4.6289,2
2.6212,-4.3607,5.0879,2
2.6266,-4.5445,5.249,2
1.7765,-4.6235,4.9531,2
1.7503,-4.4453,4.7775,2
2.2807,-4.5122,5.0558,2
1.9284,-4.1578,4.5832,2
1.6783,-4.7542,5.0417,2
1.9385,-4.3188,4.7339,2
2.1738,-4.5432,5.0365,2
2.0467,-3.9724,4.4687,2
2.1099,-4.6548,5.1107,2
2.087,-4.3695,4.8423,2
1.871,-3.8325,4.2648,2
1.533,-4.1487,4.4229,2
1.548,-4.6094,4.8624,2
1.476,-4.1941,4.4462,2
2.3253,-4.7478,5.2866,2
2.0491,-4.5505,4.9906,2
2.274,-4.405,4.9573,2
2.1554,-4.1975,4.7186,2
2.0509,-3.9558,4.4558,2
2.3892,-4.232,4.8598,2
2.0038,-4.1948,4.6488,2
1.7818,-4.3038,4.6581,2
2.0131,-3.8832,4.374,2
2.2967,-4.787,5.3094,2
1.8174,-3.8741,4.2792,2
1.6749,-4.5511,4.8495,2
2.0173,-4.624,5.0449,2
1.8592,-4.1925,4.5862,2
1.7343,-4.6232,4.9378,2
1.5576,-4.7543,5.0029,2
2.1742,-4.3097,4.8271,2
2.0596,-4.2191,4.695,2
2.1555,-3.9925,4.5372,2
1.3249,-4.5946,4.7818,2
2.0282,-4.3487,4.7984,2
2.0868,-4.5713,5.0251,2
2.0371,-4.288,4.7473,2
2.0159,-4.596,5.0187,2
1.2989,-4.3677,4.5567,2
1.7169,-4.2753,4.6072,2
1.5361,-4.4921,4.7475,2
2.0154,-4.512,4.9417,2
1.088,-4.0508,4.1944,2
1.5184,-3.9018,4.1868,2
1.7208,-3.8382,4.2063,2
1.0137,-4.4612,4.5749,2
1.7168,-3.8184,4.1866,2
1.2996,-4.2192,4.4148,2
1.505,-4.4475,4.6952,2
1.0292,-4.0575,4.186,2
1.0532,-3.9074,4.0469,2
1.715,-4.3346,4.6615,2
1.9005,-4.3858,4.7799,2
1.8278,-4.7122,5.0543,2
1.0552,-4.3558,4.4818,2
0.86573,-3.8742,3.9697,2
0.87084,-4.6527,4.7335,2
1.3481,-4.7074,4.8966,2
1.4725,-4.2998,4.5449,2
1.8133,-4.5358,4.8848,2
1.5394,-4.0549,4.3373,2
1.0926,-4.603,4.7309,2
1.003,-4.2813,4.3972,2
1.1031,-4.6381,4.7675,2
1.2805,-4.5456,4.7225,2
1.4359,-4.7359,4.9488,2
0.90683,-4.2397,4.3356,2
1.1637,-4.2535,4.4098,2
0.97338,-4.3377,4.4456,2
0.76976,-3.9107,3.9857,2
1.5651,-4.6606,4.9164,2
1.1602,-4.0785,4.2403,2
0.78546,-4.5041,4.5721,2
1.0344,-4.4589,4.5773,2
1.0676,-4.5805,4.7033,2
1.1669,-4.0147,4.1808,2
0.81909,-4.1341,4.2145,2
1.474,-4.05,4.3099,2
0.75841,-4.1678,4.2362,2
1.1284,-4.3849,4.5278,2
1.0159,-4.73,4.8379,2
0.57759,-3.988,4.0296,2
0.78872,-4.7836,4.8482,2
0.64488,-4.4192,4.466,2
1.0817,-3.7936,3.9448,2
0.58198,-4.7766,4.8119,2
0.5122,-4.3369,4.367,2
0.79101,-4.6847,4.751,2
0.45909,-4.6962,4.7186,2
1.1134,-3.9998,4.1519,2
1.0588,-4.5303,4.6524,2
1.2615,-4.2753,4.4575,2
0.61438,-4.0638,4.11,2
0.89516,-3.9011,4.0025,2
0.79069,-3.943,4.0215,2
0.35946,-4.5497,4.5639,2
0.86016,-3.8622,3.9568,2
0.67755,-4.7628,4.8108,2
0.62169,-4.6406,4.6821,2
0.97187,-4.684,4.7838,2
1.0369,-4.0185,4.1501,2
0.45005,-4.2945,4.318,2
1.112,-4.0788,4.2277,2
0.72032,-4.1131,4.1757,2
0.4075,-4.6434,4.6612,2
0.87194,-4.4334,4.5183,2
0.87205,-4.4028,4.4883,2
0.51218,-3.9815,4.0143,2
0.66812,-3.8317,3.8895,2
0.78439,-4.4191,4.4882,2
0.87477,-4.2693,4.358,2
0.71658,-4.119,4.1809,2
0.77012,-3.8202,3.8971,2
0.39138,-4.4587,4.4758,2
0.82552,-4.1132,4.1952,2
0.73682,-4.5185,4.5782,2
0.46823,-4.3955,4.4204,2
0.12352,-4.0398,4.0417,2
0.26144,-4.4682,4.4758,2
0.80211,-4.1594,4.236,2
-0.0062452,-4.6925,4.6925,2
0.8593,-3.8088,3.9045,2
0.86926,-3.797,3.8952,2
0.77847,-3.7842,3.8634,2
0.23292,-3.9214,3.9283,2
0.52608,-4.5638,4.594,2
-0.069525,-3.8619,3.8625,2
0.31144,-3.9891,4.0012,2
0.17549,-4.5789,4.5823,2
0.44788,-4.6724,4.6938,2
0.13144,-4.5387,4.5406,2
0.39107,-3.9352,3.9546,2
0.50021,-4.5022,4.5299,2
0.37918,-4.332,4.3486,2
0.24433,-3.9819,3.9894,2
-0.16426,-3.7842,3.7878,2
-0.068845,-4.6247,4.6252,2
-0.19812,-4.4017,4.4062,2
0.50471,-4.0807,4.1118,2
0.329,-4.4958,4.5078,2
0.68209,-4.4043,4.4568,2
0.59789,-4.6288,4.6673,2
0.49923,-3.8851,3.917,2
-0.27346,-3.6754,3.6856,2
0.16918,-4.6131,4.6162,2
-0.016532,-4.0573,4.0573,2
0.4859,-4.2263,4.2541,2
0.060104,-4.4253,4.4257,2
0.42297,-4.5907,4.6101,2
0.39491,-3.8984,3.9184,2
-0.08762,-3.6693,3.6703,2
0.12859,-4.3281,4.33,2
-0.16449,-4.1462,4.1495,2
-0.055296,-4.4976,4.4979,2
-0.29885,-3.8953,3.9067,2
-0.22082,-3.6328,3.6395,2
-0.12953,-3.757,3.7592,2
-0.19879,-4.248,4.2526,2
-0.23727,-4.0306,4.0376,2
0.066907,-4.1075,4.108,2
0.27774,-4.085,4.0944,2
0.27254,-3.7424,3.7523,2
-0.29807,-3.6201,3.6324,2
-0.38652,-3.7675,3.7873,2
0.0052281,-3.7629,3.7629,2
-0.45962,-4.1461,4.1715,2
-0.21404,-3.6686,3.6748,2
-0.33847,-3.6117,3.6275,2
-0.12261,-4.126,4.1278,2
0.13145,-4.0846,4.0867,2
-0.28222,-3.9898,3.9998,2
-0.30874,-4.1315,4.143,2
-0.24711,-4.0167,4.0243,2
0.34143,-3.5762,3.5925,2
-0.58699,-3.5274,3.5759,2
-0.6962,-4.1473,4.2053,2
-0.49724,-3.5185,3.5535,2
-0.16539,-3.5663,3.5701,2
-0.38828,-3.804,3.8238,2
-0.21686,-3.8826,3.8887,2
-0.028267,-3.8087,3.8088,2
-0.55384,-3.6356,3.6775,2
-0.47265,-4.4208,4.446,2
-0.11916,-3.7093,3.7112,2
-0.10458,-4.0673,4.0686,2
-0.5142,-3.7375,3.7727,2
-0.40115,-3.7012,3.7229,2
0.097917,-4.262,4.2631,2
-0.013376,-4.2752,4.2752,2
-0.13862,-3.5838,3.5865,2
-0.044178,-4.2418,4.242,2
-0.056866,-3.634,3.6344,2
-0.78715,-3.7393,3.8213,2
-0.81198,-3.5649,3.6562,2
-0.086931,-4.1711,4.172,2
-0.019949,-4.3889,4.3889,2
-0.61551,-3.6036,3.6558,2
-0.85696,-3.8399,3.9344,2
-0.13101,-4.2041,4.2061,2
-0.34935,-4.3896,4.4035,2
-0.39254,-3.3991,3.4217,2
-0.033874,-4.2077,4.2078,2
-0.31971,-4.1839,4.1961,2
-0.74369,-3.5534,3.6304,2
-0.63816,-3.6843,3.7392,2
-0.67459,-4.0809,4.1363,2
-0.31873,-3.7773,3.7907,2
-0.14341,-3.3736,3.3766,2
-0.27241,-4.0289,4.0381,2
-0.32589,-4.2011,4.2137,2
-0.51401,-4.1068,4.1388,2
-1.0097,-3.4931,3.6361,2
-0.3568,-3.6346,3.6521,2
-0.77463,-4.1636,4.235,2
-0.14852,-4.1922,4.1948,2
-0.80381,-3.319,3.4149,2
-0.89848,-4.0078,4.1073,2
-0.5912,-4.0382,4.0812,2
-1.0661,-3.4954,3.6544,2
-1.0598,-3.985,4.1235,2
-1.0355,-3.4118,3.5655,2
-0.95893,-3.6272,3.7518,2
-0.96661,-3.985,4.1006,2
-1.0684,-3.782,3.93,2
-0.38821,-3.7395,3.7596,2
-1.098,-3.347,3.5225,2
-0.38808,-3.4344,3.4563,2
-0.55343,-3.328,3.3737,2
-1.0667,-3.9339,4.076,2
-0.88446,-3.5894,3.6968,2
-1.0831,-4.1361,4.2756,2
-0.67657,-3.4265,3.4927,2
-0.78142,-4.0933,4.1672,2
-1.0485,-3.4318,3.5884,2
-0.78442,-3.8751,3.9537,2
-0.86586,-3.9155,4.0101,2
-0.87107,-4.0714,4.1635,2
-0.57772,-3.6843,3.7293,2
-0.73534,-3.4596,3.5369,2
-0.913,-3.7546,3.864,2
-0.82236,-3.4512,3.5478,2
-0.98559,-3.521,3.6563,2
-0.94938,-3.268,3.4031,2
-0.82193,-3.7302,3.8197,2
-1.2854,-3.9592,4.1626,2
-1.0452,-4.0432,4.1761,2
-1.2049,-3.9347,4.1151,2
-0.69143,-3.3252,3.3963,2
-0.87676,-3.301,3.4155,2
-1.3841,-3.2863,3.5659,2
-0.88008,-3.5239,3.6321,2
-1.101,-3.8036,3.9597,2
-1.1978,-3.2647,3.4775,2
-1.3268,-3.1844,3.4498,2
-1.4152,-3.1737,3.4749,2
-1.1868,-3.7939,3.9752,2
-1.2643,-3.4269,3.6527,2
-1.094,-3.6439,3.8046,2
-1.215,-3.3789,3.5907,2
-1.4019,-3.4881,3.7593,2
-1.3195,-3.5592,3.7959,2
-1.5928,-3.0592,3.449,2
-1.4716,-3.372,3.6791,2
-1.2758,-3.0027,3.2625,2
-1.0189,-3.5824,3.7245,2
-1.113,-3.1075,3.3008,2
-1.5679,-3.2574,3.6151,2
-1.1798,-3.1191,3.3348,2
-1.3402,-3.5308,3.7766,2
-1.2137,-3.3306,3.5449,2
-0.7986,-2.9376,3.0442,2
-0.7983,-3.8272,3.9096,2
-1.1805,-3.4715,3.6667,2
-0.80438,-3.2054,3.3048,2
-1.3425,-3.7083,3.9438,2
-1.1556,-3.3057,3.5019,2
-1.1746,-3.5253,3.7158,2
-1.3279,-3.2937,3.5513,2
-1.4252,-3.111,3.4219,2
-1.4029,-3.8819,4.1276,2
-1.0385,-2.9984,3.1732,2
-1.0519,-3.5815,3.7328,2
-1.0478,-2.9347,3.1161,2
-0.9891,-3.4219,3.562,2
-1.8162,-3.2949,3.7623,2
-1.3814,-3.079,3.3747,2
-1.3264,-3.3008,3.5573,2
-1.2179,-3.8048,3.995,2
-1.2115,-3.375,3.5859,2
-0.98698,-3.4075,3.5476,2
-1.7198,-2.934,3.4009,2
-1.6577,-3.3375,3.7265,2
-1.6605,-2.9059,3.3469,2
-0.98985,-3.7469,3.8754,2
-1.3477,-2.8582,3.16,2
-0.98662,-3.2731,3.4186,2
-1.6095,-3.5137,3.8648,2
-1.9091,-3.0998,3.6405,2
-0.97652,-3.5169,3.65,2
-1.7235,-2.8176,3.3029,2
-2.0013,-3.0203,3.6232,2
-1.3514,-3.0994,3.3812,2
-1.8473,-3.5876,4.0353,2
-1.5923,-3.4807,3.8276,2
-1.0597,-2.8154,3.0082,2
-1.0934,-3.3272,3.5023,2
-2.0354,-2.8321,3.4876,2
-1.5176,-2.9998,3.3618,2
-1.1861,-2.9926,3.2191,2
-1.9764,-2.693,3.3404,2
-1.2569,-3.3204,3.5503,2
-1.5587,-3.3392,3.6851,2
-1.6149,-3.2591,3.6373,2
-1.1193,-3.2298,3.4183,2
-1.1547,-3.1036,3.3114,2
-1.9846,-3.2548,3.8121,2
-1.4078,-3.2055,3.501,2
-1.8386,-2.5836,3.171,2
-2.0068,-3.4553,3.9958,2
-1.4757,-2.9939,3.3378,2
-1.7517,-2.9041,3.3915,2
-1.2349,-3.5212,3.7315,2
-1.64,-3.1442,3.5462,2
-2.1541,-3.3,3.9408,2
-1.6457,-2.6584,3.1266,2
-1.9448,-2.9864,3.5638,2
-1.7352,-3.1962,3.6368,2
-1.4739,-2.8274,3.1885,2
-1.6235,-2.7687,3.2096,2
-1.4325,-3.0555,3.3746,2
-2.2407,-2.8623,3.635,2
-2.0953,-2.9921,3.6528,2
-1.5646,-2.8827,3.2799,2
-2.1224,-2.7959,3.5102,2
-1.352,-3.2606,3.5298,2
-1.6391,-3.3644,3.7424,2
-1.9861,-2.8741,3.4936,2
-1.7024,-2.905,3.3671,2
-1.9256,-2.4489,3.1153,2
-1.753,-2.5986,3.1346,2
-2.0075,-2.7421,3.3984,2
-2.1224,-3.1773,3.821,2
-2.0161,-3.0122,3.6246,2
-1.7117,-2.6569,3.1605,2
-2.0195,-2.3832,3.1238,2
-1.9807,-2.9404,3.5453,2
-1.4388,-3.3086,3.6079,2
-2.3439,-2.9988,3.8061,2
-2.257,-2.9913,3.7473,2
-1.9101,-3.2091,3.7345,2
-1.44,-2.6687,3.0324,2
-2.0811,-2.8081,3.4952,2
-1.5512,-2.9219,3.3081,2
-2.3068,-2.7029,3.5534,2
-1.5836,-2.8531,3.2631,2
-2.4415,-2.2468,3.318,2
-2.078,-2.5723,3.3068,2
-2.4445,-2.7628,3.689,2
-2.213,-3.1865,3.8796,2
-2.3203,-2.42,3.3526,2
-2.2103,-2.96,3.6942,2
-1.9201,-2.306,3.0007,2
-1.8402,-2.718,3.2824,2
-1.7648,-2.886,3.3828,2
-1.5594,-3.053,3.4282,2
-1.7984,-2.2706,2.8965,2
-2.3206,-2.6108,3.4931,2
-2.3813,-2.4467,3.4142,2
-1.6471,-2.4947,2.9894,2
-2.1836,-2.8809,3.6149,2
-2.0251,-2.4881,3.2081,2
-1.592,-2.1959,2.7123,2
-1.8489,-2.8022,3.3572,2
-2.1665,-2.9085,3.6267,2
-2.2541,-2.1861,3.1401,2
-1.7468,-2.376,2.949,2
-1.7753,-2.3184,2.92,2
-2.5109,-2.9735,3.8918,2
-2.4669,-2.6225,3.6004,2
-2.4762,-2.5026,3.5206,2
-1.6718,-2.8486,3.3029,2
-2.1864,-2.5804,3.3821,2
-2.1107,-2.5893,3.3406,2
-1.8275,-2.694,3.2554,2
-2.5948,-2.6305,3.6949,2
-1.895,-2.1963,2.9008,2
-2.5517,-2.2367,3.3932,2
-1.7693,-2.1574,2.7901,2
-2.3661,-2.1868,3.2219,2
-2.4411,-2.4434,3.4539,2
-2.0574,-2.3587,3.1299,2
-2.3006,-1.9138,2.9926,2
-2.0362,-2.324,3.0898,2
-2.6269,-2.1123,3.3708,2
-2.6509,-2.2294,3.4637,2
-2.3617,-2.3095,3.3032,2
-2.3648,-2.5267,3.4607,2
-2.6854,-2.5536,3.7057,2
-2.2288,-2.3882,3.2667,2
-2.5432,-2.4416,3.5255,2
-2.5345,-2.0454,3.2569,2
-2.4252,-1.8573,3.0547,2
-1.9346,-1.9092,2.718,2
-2.3587,-2.3636,3.3392,2
-2.7407,-2.5874,3.7691,2
-2.303,-2.3424,3.2849,2
-1.7916,-2.5456,3.1129,2
-2.4507,-2.7286,3.6676,2
-2.2812,-1.9781,3.0194,2
-2.3739,-2.6491,3.5571,2
-2.3876,-1.9338,3.0725,2
-1.8394,-2.4509,3.0644,2
-2.0462,-2.7058,3.3924,2
-1.9001,-2.306,2.988,2
-2.7136,-1.7988,3.2557,2
-2.6118,-2.4596,3.5876,2
-2.4888,-1.7263,3.0289,2
-2.5209,-2.2962,3.4099,2
-2.6439,-2.0667,3.3558,2
-1.9316,-2.3408,3.0349,2
-2.2061,-1.8878,2.9036,2
-1.9391,-2.5835,3.2303,2
-2.7852,-1.7791,3.3049,2
-1.9618,-1.7362,2.6197,2
-2.0404,-2.0143,2.8672,2
-1.8931,-1.6991,2.5438,2
-2.3588,-2.5754,3.4924,2
-1.9302,-1.612,2.5148,2
-2.1124,-1.8963,2.8387,2
-2.1278,-2.1039,2.9923,2
-2.7262,-2.1804,3.4909,2
-2.5963,-1.9162,3.2269,2
-1.9786,-1.569,2.5252,2
-2.4531,-1.8393,3.0661,2
-2.0771,-1.572,2.6049,2
-2.4431,-2.0444,3.1856,2
-2.7362,-1.9981,3.3881,2
-2.1594,-1.534,2.6488,2
-2.5926,-2.3024,3.4674,2
-2.8187,-2.1977,3.5742,2
-2.4667,-2.0988,3.2388,2
-2.5178,-2.0915,3.2732,2
-2.2191,-1.5097,2.684,2
-2.2294,-1.7429,2.8298,2
-2.0714,-1.4804,2.546,2
-2.0494,-2.1925,3.0012,2
-2.4338,-2.1232,3.2298,2
-2.7239,-1.3859,3.0562,2
-2.6521,-1.5559,3.0748,2
-2.0562,-2.025,2.8859,2
-2.1418,-1.6626,2.7114,2
-2.9566,-1.8231,3.4735,2
-2.9311,-1.6002,3.3395,2
-2.0352,-1.4702,2.5107,2
-2.2446,-1.6818,2.8048,2
-2.9255,-2.19,3.6544,2
-3.0012,-1.844,3.5224,2
-2.7817,-2.1987,3.5457,2
-2.0633,-2.1048,2.9474,2
-2.972,-1.7152,3.4314,2
-2.7055,-1.903,3.3077,2
-2.2728,-1.6229,2.7927,2
-2.9556,-2.0904,3.6201,2
-2.4905,-1.2549,2.7888,2
-2.2845,-1.9898,3.0296,2
-2.5086,-1.3346,2.8415,2
-2.1608,-1.5472,2.6576,2
-2.4516,-1.3938,2.8201,2
-2.2639,-1.2502,2.5862,2
-2.3359,-1.1813,2.6176,2
-2.6651,-1.5358,3.0759,2
-2.2703,-2.0662,3.0698,2
-2.345,-1.9574,3.0546,2
-2.7322,-1.5344,3.1336,2
-2.5766,-1.2994,2.8857,2
-2.8338,-1.7918,3.3528,2
-2.7921,-1.0987,3.0005,2
-2.2877,-1.6262,2.8068,2
-2.1629,-1.194,2.4706,2
-2.7444,-1.2229,3.0045,2
-2.1428,-1.9639,2.9066,2
-2.3792,-1.7221,2.937,2
-2.3644,-1.7411,2.9363,2
-2.5681,-1.6618,3.0589,2
-2.5912,-1.7226,3.1115,2
-3.108,-1.5178,3.4588,2
-2.4682,-1.7082,3.0017,2
-2.916,-1.4846,3.2722,2
-2.644,-1.6974,3.142,2
-2.4527,-1.5461,2.8993,2
-2.2119,-1.8067,2.856,2
-2.4439,-1.129,2.6921,2
-2.2649,-1.2209,2.573,2
-2.8691,-1.1213,3.0804,2
-3.0647,-1.4477,3.3894,2
-2.7165,-0.92722,2.8704,2
-2.7033,-0.92621,2.8576,2
-2.5704,-1.2401,2.8539,2
-2.3432,-1.2639,2.6623,2
-2.2875,-0.97943,2.4884,2
-2.9789,-0.97572,3.1346,2
-2.313,-0.98346,2.5134,2
-2.3681,-1.2292,2.6681,2
-2.2205,-1.4467,2.6502,2
-3.1085,-1.2416,3.3473,2
-2.5836,-0.82725,2.7128,2
-2.7016,-1.2799,2.9894,2
-2.3699,-1.6945,2.9134,2
-3.0277,-1.1875,3.2522,2
-2.935,-0.86521,3.0599,2
-2.9793,-1.11,3.1794,2
-2.3892,-0.97354,2.5799,2
-3.1119,-1.0884,3.2967,2
-2.4156,-1.2735,2.7307,2
-3.0693,-1.6493,3.4844,2
-2.2303,-1.6402,2.7685,2
-2.3568,-1.2752,2.6797,2
-2.6562,-1.3384,2.9743,2
-2.6967,-1.5527,3.1118,2
-2.8663,-0.90167,3.0048,2
-2.9895,-1.2422,3.2373,2
-2.7134,-1.0656,2.9151,2
-3.0354,-1.0889,3.2248,2
-2.7427,-1.1484,2.9734,2
-2.648,-1.3761,2.9842,2
